"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SOCO,"6/27/2019, Central Time",756934,740923,773886,-16952
SOCO,"6/28/2019, Central Time",750542,722404,765988,-15446
SOCO,"6/29/2019, Central Time",697590,680131,713338,-15748
SOCO,"6/30/2019, Central Time",724399,685382,742137,-17738
SOCO,"7/1/2019, Central Time",811655,786733,827569,-15914
SOCO,"7/2/2019, Central Time",844028,804541,859753,-15725
SOCO,"7/3/2019, Central Time",807023,822153,830805,-23782
SOCO,"7/4/2019, Central Time",770636,755525,784818,-14182
SOCO,"7/5/2019, Central Time",776007,747575,791501,-15494
SOCO,"7/6/2019, Central Time",757605,736616,771368,-13763
SOCO,"7/7/2019, Central Time",760370,727012,770933,-10563
SOCO,"7/8/2019, Central Time",812370,785781,822031,-9661
SOCO,"7/9/2019, Central Time",833647,799574,842689,-9042
SOCO,"7/10/2019, Central Time",830833,804862,857097,-26264
SOCO,"7/11/2019, Central Time",821705,794125,840276,-18571
SOCO,"7/12/2019, Central Time",806770,773232,817359,-10589
SOCO,"7/13/2019, Central Time",724930,702878,743685,-18755
SOCO,"7/14/2019, Central Time",730919,696334,752962,-22043
SOCO,"7/15/2019, Central Time",804698,783990,822737,-18039
SOCO,"7/16/2019, Central Time",843473,799933,861561,-18088
SOCO,"7/17/2019, Central Time",822156,812226,833945,-11789
SOCO,"7/18/2019, Central Time",810177,797331,827050,-16873
SOCO,"7/19/2019, Central Time",764022,786415,794824,-30802
SOCO,"7/20/2019, Central Time",714159,688042,739238,-25079
SOCO,"7/21/2019, Central Time",734982,684799,760268,-25286
SOCO,"7/22/2019, Central Time",798645,756614,817317,-18672
SOCO,"7/23/2019, Central Time",741424,719138,756208,-14784
SOCO,"7/24/2019, Central Time",704926,686963,712924,-7998
SOCO,"7/25/2019, Central Time",707996,679522,722422,-14426
SOCO,"7/26/2019, Central Time",719137,688262,738992,-19855
SOCO,"7/27/2019, Central Time",706347,679808,726641,-20294
SOCO,"7/28/2019, Central Time",706237,673872,727667,-21430
SOCO,"7/29/2019, Central Time",769006,735150,784909,-15903
SOCO,"7/30/2019, Central Time",776453,737993,789245,-12792
SOCO,"7/31/2019, Central Time",786023,751594,797886,-11863
SOCO,"8/1/2019, Central Time",771727,762990,783441,-11714
SOCO,"8/2/2019, Central Time",735081,723030,752287,-17206
SOCO,"8/3/2019, Central Time",714799,687055,738846,-24047
SOCO,"8/4/2019, Central Time",695856,672184,723595,-27739
SOCO,"8/5/2019, Central Time",749343,719613,765773,-16430
SOCO,"8/6/2019, Central Time",789747,761711,802935,-13188
SOCO,"8/7/2019, Central Time",826877,784716,829339,-2462
SOCO,"8/8/2019, Central Time",832014,808241,832172,-158
SOCO,"8/9/2019, Central Time",834620,795970,835224,-604
SOCO,"8/10/2019, Central Time",799514,774782,805009,-5495
SOCO,"8/11/2019, Central Time",799327,761426,802871,-3544
SOCO,"8/12/2019, Central Time",867793,836087,877260,-9467
SOCO,"8/13/2019, Central Time",898303,845832,911300,-12997
SOCO,"8/14/2019, Central Time",846094,845623,859877,-13783
SOCO,"8/15/2019, Central Time",819479,810715,827617,-8138
SOCO,"8/16/2019, Central Time",804992,787559,807737,-2745
SOCO,"8/17/2019, Central Time",779776,756364,786137,-6361
SOCO,"8/18/2019, Central Time",776244,751307,784974,-8730
SOCO,"8/19/2019, Central Time",787320,750786,803282,-15962
SOCO,"8/20/2019, Central Time",783602,739493,795214,-11612
SOCO,"8/21/2019, Central Time",809987,768407,823807,-13820
SOCO,"8/22/2019, Central Time",822521,776826,831432,-8911
SOCO,"8/23/2019, Central Time",803137,771269,805432,-2295
SOCO,"8/24/2019, Central Time",743451,714675,749416,-5965
SOCO,"8/25/2019, Central Time",651545,633326,675954,-24409
SOCO,"8/26/2019, Central Time",672254,651939,693494,-21240
SOCO,"8/27/2019, Central Time",716506,695492,733309,-16803
SOCO,"8/28/2019, Central Time",762542,724714,776284,-13742
SOCO,"8/29/2019, Central Time",730666,702675,745729,-15063
SOCO,"8/30/2019, Central Time",712207,688318,724550,-12343
SOCO,"8/31/2019, Central Time",690469,651487,712156,-21687
SOCO,"9/1/2019, Central Time",686440,655682,709364,-22924
SOCO,"9/2/2019, Central Time",716106,696105,733165,-17059
SOCO,"9/3/2019, Central Time",728630,756106,736778,-8148
SOCO,"9/4/2019, Central Time",799117,778638,809192,-10075
SOCO,"9/5/2019, Central Time",806984,763300,816243,-9259
SOCO,"9/6/2019, Central Time",760762,734538,789508,-28746
SOCO,"9/7/2019, Central Time",771084,731280,799309,-28225
SOCO,"9/8/2019, Central Time",771513,748520,798201,-26688
SOCO,"9/9/2019, Central Time",814232,790336,843315,-29083
SOCO,"9/10/2019, Central Time",812101,789635,844707,-32606
SOCO,"9/11/2019, Central Time",807695,774513,842669,34974
SOCO,"9/12/2019, Central Time",810179,785428,840856,30677
SOCO,"9/13/2019, Central Time",801522,771471,815357,13835
SOCO,"9/14/2019, Central Time",730774,684771,743640,12866
SOCO,"9/15/2019, Central Time",733317,700919,750987,17670
SOCO,"9/16/2019, Central Time",790761,764271,823505,32744
SOCO,"9/17/2019, Central Time",810441,786695,832561,22120
SOCO,"9/18/2019, Central Time",783236,761347,805935,22699
SOCO,"9/19/2019, Central Time",710101,690737,720828,10727
SOCO,"9/20/2019, Central Time",656935,646005,678599,21664
SOCO,"9/21/2019, Central Time",638572,619198,654455,15883
SOCO,"9/22/2019, Central Time",635327,619269,653418,18091
SOCO,"9/23/2019, Central Time",697458,671293,712075,14617
SOCO,"9/24/2019, Central Time",742661,723966,757420,14759
SOCO,"9/25/2019, Central Time",744491,720883,760321,15830
SOCO,"9/26/2019, Central Time",782633,732056,787163,4530
SOCO,"9/27/2019, Central Time",788013,763881,782522,-5491
SOCO,"9/28/2019, Central Time",744015,719926,765334,21319
SOCO,"9/29/2019, Central Time",732451,711209,746964,14513
SOCO,"9/30/2019, Central Time",787396,765062,786912,-484
SOCO,"10/1/2019, Central Time",801022,762680,795986,-5036
SOCO,"10/2/2019, Central Time",805251,786760,803033,-2218
SOCO,"10/3/2019, Central Time",809119,797511,800746,-8373
SOCO,"10/4/2019, Central Time",789079,762067,779856,-9223
SOCO,"10/5/2019, Central Time",672183,646880,674387,2204
SOCO,"10/6/2019, Central Time",619544,586061,637457,17913
SOCO,"10/7/2019, Central Time",658240,642674,673993,15753
SOCO,"10/8/2019, Central Time",659872,622419,672476,12604
SOCO,"10/9/2019, Central Time",633118,606091,646761,13643
SOCO,"10/10/2019, Central Time",626416,599603,632254,5838
SOCO,"10/11/2019, Central Time",607046,582817,620675,13629
SOCO,"10/12/2019, Central Time",549596,520691,572604,23008
SOCO,"10/13/2019, Central Time",521848,495094,546065,24217
SOCO,"10/14/2019, Central Time",579292,560032,597278,17986
SOCO,"10/15/2019, Central Time",578574,555049,606511,27937
SOCO,"10/16/2019, Central Time",578628,562636,608263,29635
SOCO,"10/17/2019, Central Time",530151,544358,566631,36480
SOCO,"10/18/2019, Central Time",523062,522948,554876,31814
SOCO,"10/19/2019, Central Time",511291,480330,551531,40240
SOCO,"10/20/2019, Central Time",511309,498781,548590,37281
SOCO,"10/21/2019, Central Time",564864,543748,585191,20327
SOCO,"10/22/2019, Central Time",560116,536962,601251,41135
SOCO,"10/23/2019, Central Time",466903,530156,511614,44711
SOCO,"10/24/2019, Central Time",543451,528323,590055,46604
SOCO,"10/25/2019, Central Time",507134,529090,549581,
SOCO,"10/26/2019, Central Time",545387,516310,565184,19797
SOCO,"10/27/2019, Central Time",515408,485063,539354,23946
SOCO,"10/28/2019, Central Time",499688,529387,531162,31473
SOCO,"10/29/2019, Central Time",552293,534134,581490,29197
SOCO,"10/30/2019, Central Time",573691,555013,592733,19042
SOCO,"10/31/2019, Central Time",574312,560099,600081,25769
SOCO,"11/1/2019, Central Time",585965,597720,584319,-1646
SOCO,"11/2/2019, Central Time",556807,550318,561238,4431
SOCO,"11/3/2019, Central Time",568819,556227,576602,7783
SOCO,"11/4/2019, Central Time",575530,572309,583704,8174
SOCO,"11/5/2019, Central Time",549106,535551,590465,41359
SOCO,"11/6/2019, Central Time",552437,532481,588353,35916
SOCO,"11/7/2019, Central Time",548707,530904,594325,45618
SOCO,"11/8/2019, Central Time",559369,545163,615875,56506
SOCO,"11/9/2019, Central Time",581578,559976,614982,33404
SOCO,"11/10/2019, Central Time",559827,548605,596825,36998
SOCO,"11/11/2019, Central Time",571910,558152,611619,39709
SOCO,"11/12/2019, Central Time",664162,635062,684488,20326
SOCO,"11/13/2019, Central Time",766725,754873,743134,-23591
SOCO,"11/14/2019, Central Time",711519,693044,724494,12975
SOCO,"11/15/2019, Central Time",653665,628422,677843,24178
SOCO,"11/16/2019, Central Time",603247,579031,633477,30230
SOCO,"11/17/2019, Central Time",565536,549748,609066,43530
SOCO,"11/18/2019, Central Time",586492,575026,625884,39392
SOCO,"11/19/2019, Central Time",602003,579517,641129,39126
SOCO,"11/20/2019, Central Time",607373,582383,652293,44920
SOCO,"11/21/2019, Central Time",594653,574794,643298,48645
SOCO,"11/22/2019, Central Time",556742,541365,604133,47391
SOCO,"11/23/2019, Central Time",513999,496272,557405,43406
SOCO,"11/24/2019, Central Time",551519,539101,585900,34381
SOCO,"11/25/2019, Central Time",626514,603333,657720,31206
SOCO,"11/26/2019, Central Time",602115,577658,634212,32097
SOCO,"11/27/2019, Central Time",545109,533387,574416,29307
SOCO,"11/28/2019, Central Time",503048,484091,528312,25264
SOCO,"11/29/2019, Central Time",492350,484618,522086,29736
SOCO,"11/30/2019, Central Time",490432,467920,511445,21013
SOCO,"12/1/2019, Central Time",492147,471127,517437,25290
SOCO,"12/2/2019, Central Time",647089,610991,667967,20878
SOCO,"12/3/2019, Central Time",712733,694375,723181,10448
SOCO,"12/4/2019, Central Time",671057,655102,692931,21874
SOCO,"12/5/2019, Central Time",633357,606907,645854,12497
SOCO,"12/6/2019, Central Time",610376,581302,631112,20736
SOCO,"12/7/2019, Central Time",545811,531605,569799,23988
SOCO,"12/8/2019, Central Time",541522,523306,568986,27464
SOCO,"12/9/2019, Central Time",578974,549738,600716,21742
SOCO,"12/10/2019, Central Time",586678,558468,617887,31209
SOCO,"12/11/2019, Central Time",674703,630458,697011,22308
SOCO,"12/12/2019, Central Time",714377,691585,721275,6898
SOCO,"12/13/2019, Central Time",680174,635681,693087,12913
SOCO,"12/14/2019, Central Time",595753,576736,616904,21151
SOCO,"12/15/2019, Central Time",577739,559038,601824,24085
SOCO,"12/16/2019, Central Time",566469,560817,604357,37888
SOCO,"12/17/2019, Central Time",578137,592009,613716,35579
SOCO,"12/18/2019, Central Time",737309,741057,741832,4523
SOCO,"12/19/2019, Central Time",755661,750293,744795,-10866
SOCO,"12/20/2019, Central Time",712850,690791,717332,4482
SOCO,"12/21/2019, Central Time",617198,596044,641939,24741
SOCO,"12/22/2019, Central Time",616351,580862,633562,17211
SOCO,"12/23/2019, Central Time",588016,599895,600277,12261
SOCO,"12/24/2019, Central Time",512356,500388,535229,22873
SOCO,"12/25/2019, Central Time",492501,491696,513275,20774
SOCO,"12/26/2019, Central Time",537283,512346,568266,30983
SOCO,"12/27/2019, Central Time",524913,507238,558232,33319
SOCO,"12/28/2019, Central Time",491529,480912,524678,33149
SOCO,"12/29/2019, Central Time",481664,473187,511441,29777
SOCO,"12/30/2019, Central Time",523615,517788,550592,26977
SOCO,"12/31/2019, Central Time",593995,584622,615004,21009
SOCO,"1/1/2020, Central Time",,,,
