"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SOCO,"11/12/2020, Central Time",577245,557517,569098,-8147
SOCO,"11/13/2020, Central Time",534761,512619,542407,7646
SOCO,"11/14/2020, Central Time",502248,482129,505688,3440
SOCO,"11/15/2020, Central Time",505787,483371,507452,1665
SOCO,"11/16/2020, Central Time",558955,542201,567397,8442
SOCO,"11/17/2020, Central Time",589354,571506,595694,6340
SOCO,"11/18/2020, Central Time",601397,590605,608857,7460
SOCO,"11/19/2020, Central Time",604042,582779,611567,7525
SOCO,"11/20/2020, Central Time",564737,559609,580965,16228
SOCO,"11/21/2020, Central Time",515232,504113,528561,13329
SOCO,"11/22/2020, Central Time",503428,492564,516185,12757
SOCO,"11/23/2020, Central Time",551022,540152,556697,5675
SOCO,"11/24/2020, Central Time",589448,570844,598132,8684
SOCO,"11/25/2020, Central Time",554770,539180,567436,12666
SOCO,"11/26/2020, Central Time",499388,486271,509410,10022
SOCO,"11/27/2020, Central Time",495668,476801,510112,14444
SOCO,"11/28/2020, Central Time",485418,479603,501404,15986
SOCO,"11/29/2020, Central Time",511215,485427,521676,10461
SOCO,"11/30/2020, Central Time",634728,605783,645790,11062
SOCO,"12/1/2020, Central Time",750384,708869,741967,-8417
SOCO,"12/2/2020, Central Time",747979,729962,748276,297
SOCO,"12/3/2020, Central Time",689533,672273,704692,15159
SOCO,"12/4/2020, Central Time",610307,585867,627409,17102
SOCO,"12/5/2020, Central Time",615413,594348,619507,4094
SOCO,"12/6/2020, Central Time",594760,580573,605140,10380
SOCO,"12/7/2020, Central Time",662059,642198,673060,11001
SOCO,"12/8/2020, Central Time",739451,711795,752796,13345
SOCO,"12/9/2020, Central Time",693648,675149,715261,21613
SOCO,"12/10/2020, Central Time",629120,608946,644171,15051
SOCO,"12/11/2020, Central Time",603069,577417,610464,7395
SOCO,"12/12/2020, Central Time",535470,517667,533378,-2092
SOCO,"12/13/2020, Central Time",511294,491350,512672,1378
SOCO,"12/14/2020, Central Time",589665,580598,603310,13645
SOCO,"12/15/2020, Central Time",675058,650376,690106,15048
SOCO,"12/16/2020, Central Time",683090,660407,686762,3672
SOCO,"12/17/2020, Central Time",762258,731178,721650,-40608
SOCO,"12/18/2020, Central Time",773793,744695,742275,-31518
SOCO,"12/19/2020, Central Time",690471,684464,686445,-4026
SOCO,"12/20/2020, Central Time",589403,567935,601694,12291
SOCO,"12/21/2020, Central Time",618949,598275,625776,6827
SOCO,"12/22/2020, Central Time",638408,610660,638592,184
SOCO,"12/23/2020, Central Time",627145,605310,632719,5574
SOCO,"12/24/2020, Central Time",607213,581364,606203,-1010
SOCO,"12/25/2020, Central Time",754595,731213,735936,-18659
SOCO,"12/26/2020, Central Time",753601,726352,739601,-14000
SOCO,"12/27/2020, Central Time",688705,662680,679501,-9204
SOCO,"12/28/2020, Central Time",653997,634431,657098,3101
SOCO,"12/29/2020, Central Time",603064,587893,620683,17619
SOCO,"12/30/2020, Central Time",577255,562974,595831,18576
SOCO,"12/31/2020, Central Time",549331,539244,560006,10675
SOCO,"1/1/2021, Central Time",,,,
