"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SOCO,"6/2/2024 4 p.m. CDT",31448,31103,33010,1562
SOCO,"6/2/2024 5 p.m. CDT",32057,31720,33576,1519
SOCO,"6/2/2024 6 p.m. CDT",32008,31678,33363,1355
SOCO,"6/2/2024 7 p.m. CDT",31240,30941,32657,1417
SOCO,"6/2/2024 8 p.m. CDT",30170,29921,31508,1338
SOCO,"6/2/2024 9 p.m. CDT",29445,29162,30662,1217
SOCO,"6/2/2024 10 p.m. CDT",27695,27411,28553,858
SOCO,"6/2/2024 11 p.m. CDT",25588,25282,26030,442
SOCO,"6/3/2024 12 a.m. CDT",23495,23285,23892,397
SOCO,"6/3/2024 1 a.m. CDT",22719,21832,23241,522
SOCO,"6/3/2024 2 a.m. CDT",22140,20894,22742,602
SOCO,"6/3/2024 3 a.m. CDT",21504,20252,22166,662
SOCO,"6/3/2024 4 a.m. CDT",21528,20449,22252,724
SOCO,"6/3/2024 5 a.m. CDT",22164,21228,22719,555
SOCO,"6/3/2024 6 a.m. CDT",23210,22292,23865,655
SOCO,"6/3/2024 7 a.m. CDT",24303,23523,25560,1257
SOCO,"6/3/2024 8 a.m. CDT",25550,24892,26985,1435
SOCO,"6/3/2024 9 a.m. CDT",27182,26513,28874,1692
SOCO,"6/3/2024 10 a.m. CDT",29062,28517,30871,1809
SOCO,"6/3/2024 11 a.m. CDT",30829,30502,32380,1551
SOCO,"6/3/2024 12 p.m. CDT",32834,32490,34423,1589
SOCO,"6/3/2024 1 p.m. CDT",34693,34328,36436,1743
SOCO,"6/3/2024 2 p.m. CDT",36200,35798,38097,1897
SOCO,"6/3/2024 3 p.m. CDT",37071,36707,38855,1784
SOCO,"6/3/2024 4 p.m. CDT",37686,37317,39260,1574
SOCO,"6/3/2024 5 p.m. CDT",37677,37342,39149,1472
SOCO,"6/3/2024 6 p.m. CDT",37009,36677,38584,1575
SOCO,"6/3/2024 7 p.m. CDT",35728,35437,37206,1478
SOCO,"6/3/2024 8 p.m. CDT",34267,34007,35850,1583
SOCO,"6/3/2024 9 p.m. CDT",32919,32600,34639,1720
SOCO,"6/3/2024 10 p.m. CDT",30636,30372,32205,1569
SOCO,"6/3/2024 11 p.m. CDT",28208,27951,29340,1132
SOCO,"6/4/2024 12 a.m. CDT",26100,25858,26583,483
SOCO,"6/4/2024 1 a.m. CDT",25083,24235,25588,505
SOCO,"6/4/2024 2 a.m. CDT",24233,23121,24882,649
SOCO,"6/4/2024 3 a.m. CDT",23504,22403,24241,737
SOCO,"6/4/2024 4 a.m. CDT",23136,22052,23830,694
SOCO,"6/4/2024 5 a.m. CDT",23521,22498,24310,789
SOCO,"6/4/2024 6 a.m. CDT",24267,23329,25110,843
SOCO,"6/4/2024 7 a.m. CDT",25379,24400,26783,1404
SOCO,"6/4/2024 8 a.m. CDT",26704,25902,28212,1508
SOCO,"6/4/2024 9 a.m. CDT",27932,27625,29893,1961
SOCO,"6/4/2024 10 a.m. CDT",29954,29606,32124,2170
SOCO,"6/4/2024 11 a.m. CDT",32033,31603,33906,1873
SOCO,"6/4/2024 12 p.m. CDT",33834,33397,35657,1823
SOCO,"6/4/2024 1 p.m. CDT",35341,34906,37476,2135
SOCO,"6/4/2024 2 p.m. CDT",35908,35436,38134,2226
SOCO,"6/4/2024 3 p.m. CDT",36329,35919,38527,2198
SOCO,"6/4/2024 4 p.m. CDT",36846,36543,39287,2441
SOCO,"6/4/2024 5 p.m. CDT",36916,36633,39313,2397
SOCO,"6/4/2024 6 p.m. CDT",36298,36032,38978,2680
SOCO,"6/4/2024 7 p.m. CDT",35320,35064,37681,2361
SOCO,"6/4/2024 8 p.m. CDT",33943,33705,36285,2342
SOCO,"6/4/2024 9 p.m. CDT",32814,32526,35094,2280
SOCO,"6/4/2024 10 p.m. CDT",30586,30326,32544,1958
SOCO,"6/4/2024 11 p.m. CDT",28217,28000,29068,851
SOCO,"6/5/2024 12 a.m. CDT",26550,25726,27169,619
SOCO,"6/5/2024 1 a.m. CDT",25087,24414,25852,765
SOCO,"6/5/2024 2 a.m. CDT",24352,23318,24880,528
SOCO,"6/5/2024 3 a.m. CDT",23695,22641,24304,609
SOCO,"6/5/2024 4 a.m. CDT",23435,22372,24071,636
SOCO,"6/5/2024 5 a.m. CDT",23947,22912,24524,577
SOCO,"6/5/2024 6 a.m. CDT",24920,23883,25694,774
SOCO,"6/5/2024 7 a.m. CDT",25868,24875,27217,1349
SOCO,"6/5/2024 8 a.m. CDT",26922,25977,28572,1650
SOCO,"6/5/2024 9 a.m. CDT",27810,27392,29474,1664
SOCO,"6/5/2024 10 a.m. CDT",29484,29107,31311,1827
SOCO,"6/5/2024 11 a.m. CDT",31195,30764,33088,1893
SOCO,"6/5/2024 12 p.m. CDT",32586,32150,34339,1753
SOCO,"6/5/2024 1 p.m. CDT",34030,33646,36151,2121
SOCO,"6/5/2024 2 p.m. CDT",35193,34777,37377,2184
SOCO,"6/5/2024 3 p.m. CDT",36243,35852,38621,2378
SOCO,"6/5/2024 4 p.m. CDT",36947,36463,39194,2247
SOCO,"6/5/2024 5 p.m. CDT",37099,36616,39346,2247
SOCO,"6/5/2024 6 p.m. CDT",36667,36238,38747,2080
SOCO,"6/5/2024 7 p.m. CDT",35741,35299,37873,2132
SOCO,"6/5/2024 8 p.m. CDT",34341,33954,36180,1839
SOCO,"6/5/2024 9 p.m. CDT",33243,32871,35013,1770
SOCO,"6/5/2024 10 p.m. CDT",31479,30813,32645,1166
SOCO,"6/5/2024 11 p.m. CDT",29040,28466,29474,434
SOCO,"6/6/2024 12 a.m. CDT",26910,26370,26808,-102
SOCO,"6/6/2024 1 a.m. CDT",25814,24705,25760,-54
SOCO,"6/6/2024 2 a.m. CDT",24785,23568,24584,-201
SOCO,"6/6/2024 3 a.m. CDT",24348,22934,24002,-346
SOCO,"6/6/2024 4 a.m. CDT",24139,22736,23975,-164
SOCO,"6/6/2024 5 a.m. CDT",24343,23018,24272,-71
SOCO,"6/6/2024 6 a.m. CDT",25234,24016,25398,164
SOCO,"6/6/2024 7 a.m. CDT",26083,25126,27096,1013
SOCO,"6/6/2024 8 a.m. CDT",27073,26455,28520,1447
SOCO,"6/6/2024 9 a.m. CDT",28423,27777,29791,1368
SOCO,"6/6/2024 10 a.m. CDT",30165,29465,31502,1337
SOCO,"6/6/2024 11 a.m. CDT",31325,31010,32832,1507
SOCO,"6/6/2024 12 p.m. CDT",32658,32386,34802,2144
SOCO,"6/6/2024 1 p.m. CDT",34150,33758,36766,2616
SOCO,"6/6/2024 2 p.m. CDT",35447,34974,38172,2725
SOCO,"6/6/2024 3 p.m. CDT",36546,36064,39069,2523
SOCO,"6/6/2024 4 p.m. CDT",37489,37018,40115,2626
SOCO,"6/6/2024 5 p.m. CDT",37638,37099,39865,2227
SOCO,"6/6/2024 6 p.m. CDT",37275,36788,39532,2257
SOCO,"6/6/2024 7 p.m. CDT",36268,35757,38545,2277
SOCO,"6/6/2024 8 p.m. CDT",34735,34230,37228,2493
SOCO,"6/6/2024 9 p.m. CDT",33502,32997,35444,1942
SOCO,"6/6/2024 10 p.m. CDT",31716,31119,33208,1492
SOCO,"6/6/2024 11 p.m. CDT",29306,28721,29952,646
SOCO,"6/7/2024 12 a.m. CDT",26819,26497,26693,-126
SOCO,"6/7/2024 1 a.m. CDT",25458,24690,25446,-12
SOCO,"6/7/2024 2 a.m. CDT",24483,23488,24545,62
SOCO,"6/7/2024 3 a.m. CDT",24031,22689,24070,39
SOCO,"6/7/2024 4 a.m. CDT",23693,22344,23762,69
SOCO,"6/7/2024 5 a.m. CDT",23991,22651,23896,-95
SOCO,"6/7/2024 6 a.m. CDT",24699,23361,24766,67
SOCO,"6/7/2024 7 a.m. CDT",25438,24496,26349,911
SOCO,"6/7/2024 8 a.m. CDT",26852,26263,28011,1159
SOCO,"6/7/2024 9 a.m. CDT",29092,28468,30105,1013
SOCO,"6/7/2024 10 a.m. CDT",31410,30673,32270,860
SOCO,"6/7/2024 11 a.m. CDT",33469,32788,34388,919
SOCO,"6/7/2024 12 p.m. CDT",35026,34665,35746,720
SOCO,"6/7/2024 1 p.m. CDT",36429,36001,37375,946
SOCO,"6/7/2024 2 p.m. CDT",37451,37037,38369,918
SOCO,"6/7/2024 3 p.m. CDT",37980,37579,38889,909
SOCO,"6/7/2024 4 p.m. CDT",38419,37999,39325,906
SOCO,"6/7/2024 5 p.m. CDT",38198,37742,39251,1053
SOCO,"6/7/2024 6 p.m. CDT",37149,36886,38346,1197
SOCO,"6/7/2024 7 p.m. CDT",35543,35278,36642,1099
SOCO,"6/7/2024 8 p.m. CDT",33281,33103,34291,1010
SOCO,"6/7/2024 9 p.m. CDT",31424,31272,32223,799
SOCO,"6/7/2024 10 p.m. CDT",29206,29025,29970,764
SOCO,"6/7/2024 11 p.m. CDT",26841,26727,27016,175
SOCO,"6/8/2024 12 a.m. CDT",24599,23955,24840,241
SOCO,"6/8/2024 1 a.m. CDT",23167,22671,23404,237
SOCO,"6/8/2024 2 a.m. CDT",22251,21355,22383,132
SOCO,"6/8/2024 3 a.m. CDT",21247,20403,21201,-46
SOCO,"6/8/2024 4 a.m. CDT",20740,19904,20696,-44
SOCO,"6/8/2024 5 a.m. CDT",20620,19792,20741,121
SOCO,"6/8/2024 6 a.m. CDT",20479,19724,20724,245
SOCO,"6/8/2024 7 a.m. CDT",20944,20164,21955,1011
SOCO,"6/8/2024 8 a.m. CDT",21868,21506,23075,1207
SOCO,"6/8/2024 9 a.m. CDT",23562,23490,25078,1516
SOCO,"6/8/2024 10 a.m. CDT",25557,25431,26946,1389
SOCO,"6/8/2024 11 a.m. CDT",27752,27453,28483,731
SOCO,"6/8/2024 12 p.m. CDT",29733,29388,30003,270
SOCO,"6/8/2024 1 p.m. CDT",31708,31340,32451,743
SOCO,"6/8/2024 2 p.m. CDT",33186,32790,34180,994
SOCO,"6/8/2024 3 p.m. CDT",34347,33906,35261,914
SOCO,"6/8/2024 4 p.m. CDT",35520,35067,36405,885
SOCO,"6/8/2024 5 p.m. CDT",36065,35617,37121,1056
SOCO,"6/8/2024 6 p.m. CDT",35623,35051,36474,851
SOCO,"6/8/2024 7 p.m. CDT",34578,34007,35274,696
SOCO,"6/8/2024 8 p.m. CDT",32534,31990,33528,994
SOCO,"6/8/2024 9 p.m. CDT",30972,30519,31723,751
SOCO,"6/8/2024 10 p.m. CDT",28928,28453,29671,743
SOCO,"6/8/2024 11 p.m. CDT",26656,26238,27125,469
SOCO,"6/9/2024 12 a.m. CDT",24523,24163,24782,259
SOCO,"6/9/2024 1 a.m. CDT",22929,22458,23154,225
SOCO,"6/9/2024 2 a.m. CDT",22175,21365,22471,296
SOCO,"6/9/2024 3 a.m. CDT",21213,20406,21517,304
SOCO,"6/9/2024 4 a.m. CDT",20788,19989,21078,290
SOCO,"6/9/2024 5 a.m. CDT",20639,19828,20995,356
SOCO,"6/9/2024 6 a.m. CDT",20434,19658,20924,490
SOCO,"6/9/2024 7 a.m. CDT",20833,20111,21693,860
SOCO,"6/9/2024 8 a.m. CDT",22301,21842,23310,1009
SOCO,"6/9/2024 9 a.m. CDT",24271,24154,25459,1188
SOCO,"6/9/2024 10 a.m. CDT",26966,26823,27952,986
SOCO,"6/9/2024 11 a.m. CDT",29679,29484,30648,969
SOCO,"6/9/2024 12 p.m. CDT",32374,32139,32915,541
SOCO,"6/9/2024 1 p.m. CDT",34788,34458,35236,448
SOCO,"6/9/2024 2 p.m. CDT",36696,36391,37042,346
SOCO,"6/9/2024 3 p.m. CDT",38116,37771,38380,264
SOCO,"6/9/2024 4 p.m. CDT",39119,38782,39176,57
SOCO,"6/9/2024 5 p.m. CDT",39587,39286,39604,17
SOCO,"6/9/2024 6 p.m. CDT",39467,39165,39314,-153
SOCO,"6/9/2024 7 p.m. CDT",38442,38088,38298,-144
SOCO,"6/9/2024 8 p.m. CDT",36725,36424,37390,665
SOCO,"6/9/2024 9 p.m. CDT",35094,34832,34970,-124
SOCO,"6/9/2024 10 p.m. CDT",32873,32626,33138,265
SOCO,"6/9/2024 11 p.m. CDT",30298,30126,30506,208
SOCO,"6/10/2024 12 a.m. CDT",27991,27886,28175,184
SOCO,"6/10/2024 1 a.m. CDT",26662,26081,27010,348
SOCO,"6/10/2024 2 a.m. CDT",25724,24907,25954,230
SOCO,"6/10/2024 3 a.m. CDT",24984,24045,24895,-89
SOCO,"6/10/2024 4 a.m. CDT",24514,23573,24416,-98
SOCO,"6/10/2024 5 a.m. CDT",24832,23921,24799,-33
SOCO,"6/10/2024 6 a.m. CDT",25528,24644,25863,335
SOCO,"6/10/2024 7 a.m. CDT",26395,25575,27239,844
SOCO,"6/10/2024 8 a.m. CDT",27225,26689,28293,1068
SOCO,"6/10/2024 9 a.m. CDT",28270,28078,29544,1274
SOCO,"6/10/2024 10 a.m. CDT",30126,29668,31096,970
SOCO,"6/10/2024 11 a.m. CDT",31933,31401,32933,1000
SOCO,"6/10/2024 12 p.m. CDT",33623,33003,34765,1142
SOCO,"6/10/2024 1 p.m. CDT",35210,34579,36417,1207
SOCO,"6/10/2024 2 p.m. CDT",36413,35766,37835,1422
SOCO,"6/10/2024 3 p.m. CDT",37258,36618,38733,1475
SOCO,"6/10/2024 4 p.m. CDT",37689,37187,39197,1508
SOCO,"6/10/2024 5 p.m. CDT",37507,37151,38923,1416
SOCO,"6/10/2024 6 p.m. CDT",36744,36357,37856,1112
SOCO,"6/10/2024 7 p.m. CDT",35389,35040,36578,1189
SOCO,"6/10/2024 8 p.m. CDT",33551,33222,34841,1290
SOCO,"6/10/2024 9 p.m. CDT",32088,31781,33318,1230
SOCO,"6/10/2024 10 p.m. CDT",29772,29476,31333,1561
SOCO,"6/10/2024 11 p.m. CDT",27294,27030,28158,864
SOCO,"6/11/2024 12 a.m. CDT",25019,24826,25657,638
SOCO,"6/11/2024 1 a.m. CDT",23823,23192,24466,643
SOCO,"6/11/2024 2 a.m. CDT",23197,22124,23900,703
SOCO,"6/11/2024 3 a.m. CDT",22463,21412,23169,706
SOCO,"6/11/2024 4 a.m. CDT",22202,21145,22960,758
SOCO,"6/11/2024 5 a.m. CDT",22464,21427,23104,640
SOCO,"6/11/2024 6 a.m. CDT",23093,22119,23795,702
SOCO,"6/11/2024 7 a.m. CDT",23850,23284,25014,1164
SOCO,"6/11/2024 8 a.m. CDT",25112,24529,26671,1559
SOCO,"6/11/2024 9 a.m. CDT",26364,25964,28134,1770
SOCO,"6/11/2024 10 a.m. CDT",28024,27817,29547,1523
SOCO,"6/11/2024 11 a.m. CDT",29940,29692,31159,1219
SOCO,"6/11/2024 12 p.m. CDT",31704,31374,32832,1128
SOCO,"6/11/2024 1 p.m. CDT",33503,33169,34463,960
SOCO,"6/11/2024 2 p.m. CDT",35148,34790,36063,915
SOCO,"6/11/2024 3 p.m. CDT",36437,36062,37585,1148
SOCO,"6/11/2024 4 p.m. CDT",37473,37108,38392,919
SOCO,"6/11/2024 5 p.m. CDT",37776,37419,38465,689
SOCO,"6/11/2024 6 p.m. CDT",37152,36791,37768,616
SOCO,"6/11/2024 7 p.m. CDT",35806,35483,36188,382
SOCO,"6/11/2024 8 p.m. CDT",33792,33494,34376,584
SOCO,"6/11/2024 9 p.m. CDT",32285,32007,32969,684
SOCO,"6/11/2024 10 p.m. CDT",29943,29668,30766,823
SOCO,"6/11/2024 11 p.m. CDT",27253,26992,27511,258
SOCO,"6/12/2024 12 a.m. CDT",25169,24622,25426,257
SOCO,"6/12/2024 1 a.m. CDT",23662,23007,24305,643
SOCO,"6/12/2024 2 a.m. CDT",22875,21830,23499,624
SOCO,"6/12/2024 3 a.m. CDT",22121,21096,22815,694
SOCO,"6/12/2024 4 a.m. CDT",22054,21038,22721,667
SOCO,"6/12/2024 5 a.m. CDT",22508,21474,23133,625
SOCO,"6/12/2024 6 a.m. CDT",23362,22355,24089,727
SOCO,"6/12/2024 7 a.m. CDT",24387,23547,25345,958
SOCO,"6/12/2024 8 a.m. CDT",25530,24934,26834,1304
SOCO,"6/12/2024 9 a.m. CDT",27138,26637,28738,1600
SOCO,"6/12/2024 10 a.m. CDT",28951,28715,30557,1606
SOCO,"6/12/2024 11 a.m. CDT",31453,31220,32866,1413
SOCO,"6/12/2024 12 p.m. CDT",33749,33445,35037,1288
SOCO,"6/12/2024 1 p.m. CDT",35688,35365,36554,866
SOCO,"6/12/2024 2 p.m. CDT",37175,36858,38279,1104
SOCO,"6/12/2024 3 p.m. CDT",38101,37810,39275,1174
SOCO,"6/12/2024 4 p.m. CDT",38489,38257,39826,1337
SOCO,"6/12/2024 5 p.m. CDT",38387,38187,39727,1340
SOCO,"6/12/2024 6 p.m. CDT",37786,37574,39185,1399
SOCO,"6/12/2024 7 p.m. CDT",36599,36419,37819,1220
SOCO,"6/12/2024 8 p.m. CDT",35057,34905,36188,1131
SOCO,"6/12/2024 9 p.m. CDT",33816,33583,34982,1166
SOCO,"6/12/2024 10 p.m. CDT",31649,31459,32697,1048
SOCO,"6/12/2024 11 p.m. CDT",29092,28907,29734,642
SOCO,"6/13/2024 12 a.m. CDT",26952,26783,27535,583
SOCO,"6/13/2024 1 a.m. CDT",25816,25039,25806,-10
SOCO,"6/13/2024 2 a.m. CDT",24789,23796,25004,215
SOCO,"6/13/2024 3 a.m. CDT",24134,22978,24345,211
SOCO,"6/13/2024 4 a.m. CDT",23636,22484,23819,183
SOCO,"6/13/2024 5 a.m. CDT",24068,22927,24216,148
SOCO,"6/13/2024 6 a.m. CDT",24791,23680,25062,271
SOCO,"6/13/2024 7 a.m. CDT",25382,24758,26232,850
SOCO,"6/13/2024 8 a.m. CDT",26844,26305,27920,1076
SOCO,"6/13/2024 9 a.m. CDT",28864,28291,29995,1131
SOCO,"6/13/2024 10 a.m. CDT",30994,30711,32225,1231
SOCO,"6/13/2024 11 a.m. CDT",33540,33262,34538,998
SOCO,"6/13/2024 12 p.m. CDT",35816,35489,37371,1555
SOCO,"6/13/2024 1 p.m. CDT",37728,37519,39317,1589
SOCO,"6/13/2024 2 p.m. CDT",39069,38812,40646,1577
SOCO,"6/13/2024 3 p.m. CDT",39895,39646,41354,1459
SOCO,"6/13/2024 4 p.m. CDT",40424,40133,42201,1777
SOCO,"6/13/2024 5 p.m. CDT",40418,40193,42157,1739
SOCO,"6/13/2024 6 p.m. CDT",39744,39528,41380,1636
SOCO,"6/13/2024 7 p.m. CDT",38612,38345,39864,1252
SOCO,"6/13/2024 8 p.m. CDT",36736,36545,37781,1045
SOCO,"6/13/2024 9 p.m. CDT",35252,35027,36418,1166
SOCO,"6/13/2024 10 p.m. CDT",32704,32480,33867,1163
SOCO,"6/13/2024 11 p.m. CDT",30338,29865,30728,390
SOCO,"6/14/2024 12 a.m. CDT",27765,27407,27867,102
SOCO,"6/14/2024 1 a.m. CDT",26337,25504,26643,306
SOCO,"6/14/2024 2 a.m. CDT",25461,24136,26005,544
SOCO,"6/14/2024 3 a.m. CDT",24424,23109,24912,488
SOCO,"6/14/2024 4 a.m. CDT",24058,22721,24687,629
SOCO,"6/14/2024 5 a.m. CDT",24199,22894,24817,618
SOCO,"6/14/2024 6 a.m. CDT",24714,23451,25343,629
SOCO,"6/14/2024 7 a.m. CDT",25550,24620,26963,1413
SOCO,"6/14/2024 8 a.m. CDT",27327,26489,29077,1750
SOCO,"6/14/2024 9 a.m. CDT",29460,28842,31887,2427
SOCO,"6/14/2024 10 a.m. CDT",32012,31532,34334,2322
SOCO,"6/14/2024 11 a.m. CDT",34662,34338,36641,1979
SOCO,"6/14/2024 12 p.m. CDT",36969,36641,38685,1716
SOCO,"6/14/2024 1 p.m. CDT",38925,38589,40705,1780
SOCO,"6/14/2024 2 p.m. CDT",40524,40226,42978,2454
SOCO,"6/14/2024 3 p.m. CDT",41256,40901,44015,2759
SOCO,"6/14/2024 4 p.m. CDT",41706,41367,44700,2994
SOCO,"6/14/2024 5 p.m. CDT",41794,41463,44577,2783
SOCO,"6/14/2024 6 p.m. CDT",41006,40717,43545,2539
SOCO,"6/14/2024 7 p.m. CDT",39686,39404,42064,2378
SOCO,"6/14/2024 8 p.m. CDT",37670,37472,39966,2296
SOCO,"6/14/2024 9 p.m. CDT",36094,35896,38115,2021
SOCO,"6/14/2024 10 p.m. CDT",33715,33453,35575,1860
SOCO,"6/14/2024 11 p.m. CDT",31574,31014,32069,495
SOCO,"6/15/2024 12 a.m. CDT",29090,28560,29033,-57
SOCO,"6/15/2024 1 a.m. CDT",27498,26538,27032,-466
SOCO,"6/15/2024 2 a.m. CDT",26191,25035,25985,-206
SOCO,"6/15/2024 3 a.m. CDT",25265,23911,25135,-130
SOCO,"6/15/2024 4 a.m. CDT",24589,23235,24558,-31
SOCO,"6/15/2024 5 a.m. CDT",24111,22788,24122,11
SOCO,"6/15/2024 6 a.m. CDT",23935,22591,24166,231
SOCO,"6/15/2024 7 a.m. CDT",24502,23170,25035,533
SOCO,"6/15/2024 8 a.m. CDT",26530,25243,27539,1009
SOCO,"6/15/2024 9 a.m. CDT",29318,28332,30697,1379
SOCO,"6/15/2024 10 a.m. CDT",32402,31797,33463,1061
SOCO,"6/15/2024 11 a.m. CDT",35591,34944,36456,865
SOCO,"6/15/2024 12 p.m. CDT",37844,37466,38633,789
SOCO,"6/15/2024 1 p.m. CDT",39447,39081,40444,997
SOCO,"6/15/2024 2 p.m. CDT",40612,40255,41504,892
SOCO,"6/15/2024 3 p.m. CDT",41351,41000,42408,1057
SOCO,"6/15/2024 4 p.m. CDT",41858,41407,42573,715
SOCO,"6/15/2024 5 p.m. CDT",41945,41461,42957,1012
SOCO,"6/15/2024 6 p.m. CDT",41263,40782,42332,1069
SOCO,"6/15/2024 7 p.m. CDT",39704,39425,40711,1007
SOCO,"6/15/2024 8 p.m. CDT",37912,37644,38462,550
SOCO,"6/15/2024 9 p.m. CDT",36492,36292,37224,732
SOCO,"6/15/2024 10 p.m. CDT",34627,34162,35259,632
SOCO,"6/15/2024 11 p.m. CDT",32300,31817,32295,-5
SOCO,"6/16/2024 12 a.m. CDT",30027,29538,29841,-186
SOCO,"6/16/2024 1 a.m. CDT",28427,27510,27482,-945
SOCO,"6/16/2024 2 a.m. CDT",26924,25958,26016,-908
SOCO,"6/16/2024 3 a.m. CDT",26000,24680,25140,-860
SOCO,"6/16/2024 4 a.m. CDT",25070,23751,24427,-643
SOCO,"6/16/2024 5 a.m. CDT",24707,23404,24123,-584
SOCO,"6/16/2024 6 a.m. CDT",24368,23046,23978,-390
SOCO,"6/16/2024 7 a.m. CDT",24738,23487,25016,278
SOCO,"6/16/2024 8 a.m. CDT",26667,25689,26987,320
SOCO,"6/16/2024 9 a.m. CDT",29516,28532,29701,185
SOCO,"6/16/2024 10 a.m. CDT",32546,31474,32586,40
SOCO,"6/16/2024 11 a.m. CDT",34891,34257,35164,273
SOCO,"6/16/2024 12 p.m. CDT",36810,36554,37590,780
SOCO,"6/16/2024 1 p.m. CDT",38437,38033,39612,1175
SOCO,"6/16/2024 2 p.m. CDT",39353,39097,41022,1669
SOCO,"6/16/2024 3 p.m. CDT",39729,39495,41235,1506
SOCO,"6/16/2024 4 p.m. CDT",39864,39509,41471,1607
SOCO,"6/16/2024 5 p.m. CDT",39619,39333,41365,1746
SOCO,"6/16/2024 6 p.m. CDT",38806,38526,40739,1933
SOCO,"6/16/2024 7 p.m. CDT",37655,37345,39547,1892
SOCO,"6/16/2024 8 p.m. CDT",36102,35942,37984,1882
SOCO,"6/16/2024 9 p.m. CDT",34999,34896,36657,1658
SOCO,"6/16/2024 10 p.m. CDT",33069,32900,34818,1749
SOCO,"6/16/2024 11 p.m. CDT",30811,30882,31961,1150
SOCO,"6/17/2024 12 a.m. CDT",28655,28861,28839,184
SOCO,"6/17/2024 1 a.m. CDT",27299,26772,27312,13
SOCO,"6/17/2024 2 a.m. CDT",26020,25472,26099,79
SOCO,"6/17/2024 3 a.m. CDT",25356,24548,25261,-95
SOCO,"6/17/2024 4 a.m. CDT",25056,24252,24942,-114
SOCO,"6/17/2024 5 a.m. CDT",25370,24565,25254,-116
SOCO,"6/17/2024 6 a.m. CDT",26402,25283,26230,-172
SOCO,"6/17/2024 7 a.m. CDT",27724,26567,27833,109
SOCO,"6/17/2024 8 a.m. CDT",29557,28364,30066,509
SOCO,"6/17/2024 9 a.m. CDT",31057,30569,32492,1435
SOCO,"6/17/2024 10 a.m. CDT",33217,32969,34897,1680
SOCO,"6/17/2024 11 a.m. CDT",35742,35459,37294,1552
SOCO,"6/17/2024 12 p.m. CDT",37890,37616,39444,1554
SOCO,"6/17/2024 1 p.m. CDT",39645,39369,42263,2618
SOCO,"6/17/2024 2 p.m. CDT",40636,40351,43413,2777
SOCO,"6/17/2024 3 p.m. CDT",41131,40764,44010,2879
